19241231,434
19250101,4033
19250131,3995
19250228,4839
19250331,5068
19250430,5034
19250531,4986
19250630,4576
19250731,4082
19250831,3687
19250930,3283
19251031,3099
19251130,2949
19251231,362
19260131,4495
19260228,4569
19260331,5074
19260430,4873
19260531,4361
19260630,3758
19260731,3188
19260831,2688
19260930,57786
19261031,51210
19261130,38660
19261231,6191
19270131,33462
19270228,33960
19270331,52366
19270430,147206
19270531,179430
19270630,177235
19270731,142468
19270831,119533
19270930,94598
19271031,103599
19271130,75256
19271231,40801
19280131,36426
19280229,75001
19280331,120786
19280430,213293
19280531,255403
19280630,262655
19280731,222743
19280831,175900
19280930,151225
19281031,93959
19281130,66353
19281230,32588
19281231,30202
19290101,16201
19290131,35334
19290228,41722
19290331,69266
19290430,252306
19290531,325428
19290630,177725
19290729,53790
19290731,204277
19290831,154829
19290930,47193
19291031,90055
19291130,99080
19291231,58275
19300131,88600
19300228,108626
19300331,197349
19300430,320858
19300531,401220
19300630,1059347
19300731,264778
19300831,196906
19300930,129564
19301031,92967
19301130,62457
19301231,54575
19310131,20899
19310228,41024
19310331,69626
19310430,164612
19310531,226500
19310630,174112
19310731,106248
19310831,65328
19310930,58433
19311031,52542
19311130,56602
19311231,62009
19320131,63013
19320229,75665
19320331,137853
19320430,321292
19320531,374966
19320630,374176
19320731,339489
19320831,300571
19320930,267785
19321031,225407
19321130,192175
19321230,10772
19321231,117053
19330101,31097
19330131,114678
19330228,101049
19330331,141276
19330430,228459
19330531,405892
19330630,418480
19330731,351762
19330831,290506
19330930,237149
19331031,204439
19331130,174314
19331231,113570
19340101,371490
19340131,128938
19340201,406550
19340228,154461
19340301,454290
19340331,208491
19340401,4968400
19340430,263410
19340501,481336
19340531,260405
19340601,450180
19340630,200291
19340701,409990
19340731,141452
19340801,371180
19340831,107483
19340901,335260
19340930,99353
19341001,315500
19341031,103161
19341101,316840
19341130,88999
19341201,320110
19341231,116533
19350101,345640
19350131,86405
19350201,382340
19350228,86239
19350301,426400
19350331,164962
19350401,496090
19350430,342872
19350501,552830
19350531,465648
19350601,539430
19350630,444742
19350701,498390
19350731,381256
19350801,433150
19350831,318369
19350901,388040
19350930,251618
19351001,381460
19351031,107008
19351101,376060
19351130,129963
19351201,350320
19351231,110914
19360101,396380
19360131,128187
19360201,442770
19360229,135317
19360301,434770
19360331,237891
19360401,514650
19360430,390132
19360501,539330
19360531,464308
19360601,531710
19360630,450250
19360701,508640
19360731,382127
19360801,440620
19360831,298856
19360901,378840
19360930,195928
19361001,349630
19361031,168946
19361101,324640
19361130,132274
19361201,323830
19361230,21896
19361231,86416
19370101,336066
19370131,93261
19370201,360290
19370228,87974
19370301,412300
19370331,141059
19370401,460950
19370430,398559
19370501,527990
19370531,441551
19370601,539760
19370630,431110
19370701,501700
19370731,371633
19370801,483170
19370831,294581
19370901,445080
19370930,217075
19371001,405740
19371031,168359
19371101,393480
19371130,206176
19371201,412010
19371231,149665
19380101,432600
19380131,163616
19380201,365840
19380228,160513
19380301,400210
19380331,154992
19380401,412910
19380430,332756
19380501,513080
19380531,444983
19380601,546130
19380630,461605
19380701,553650
19380731,437655
19380801,511950
19380831,390992
19380901,466150
19380930,340103
19381001,441280
19381031,1044482
19381101,418950
19381130,230319
19381201,399810
19381231,147137
19390101,382500
19390131,153599
19390201,379700
19390228,151284
19390301,403580
19390331,250485
19390401,455480
19390430,340477
19390501,478850
19390531,357072
19390601,475140
19390630,310433
19390701,440120
19390731,191764
19390801,389880
19390831,203566
19390901,354250
19390930,185005
19391001,321800
19391031,151604
19391101,323010
19391130,128925
19391201,326900
19391231,175165
19400101,392020
19400131,186356
19400201,482600
19400229,230949
19400301,540980
19400331,278622
19400401,533260
19400430,433928
19400501,559440
19400531,463129
19400601,550600
19400630,429757
19400701,518540
19400731,352246
19400801,476090
19400831,282110
19400901,426120
19400930,234637
19401001,369050
19401031,1462234
19401101,367030
19401130,182073
19401201,391820
19401230,51048
19401231,130655
19410101,430022
19410131,157241
19410201,418450
19410228,157816
19410301,461450
19410331,172372
19410401,490580
19410430,373812
19410501,529620
19410531,455122
19410601,555600
19410630,457460
19410701,549930
19410731,418655
19410801,536640
19410831,351322
19410901,523940
19410930,291351
19411001,500800
19411031,253199
19411101,485430
19411130,249807
19411201,533320
19411231,160456
19420101,556340
19420131,191767
19420201,549980
19420228,160092
19420301,560176
19420331,187725
19420401,637599
19420430,289465
19420501,666204
19420531,375790
19420601,701772
19420630,403059
19420701,691342
19420731,409348
19420801,661596
19420831,333436
19420901,606986
19420930,266565
19421001,543494
19421031,239825
19421101,549402
19421130,222583
19421201,559990
19421231,246805
19430101,601763
19430131,194406
19430201,602258
19430228,181829
19430301,626486
19430331,224775
19430401,656267
19430430,279968
19430501,685432
19430531,315411
19430601,685780
19430630,438307
19430701,662452
19430731,380960
19430801,630219
19430831,323876
19430901,596714
19430930,273901
19431001,571633
19431031,221109
19431101,552892
19431130,186840
19431201,547052
19431231,171709
19440101,592030
19440131,152260
19440201,592031
19440229,140169
19440301,590733
19440331,147622
19440401,606563
19440430,346604
19440501,646201
19440531,447182
19440601,674098
19440630,435798
19440701,624060
19440731,376929
19440801,554279
19440831,305333
19440901,512050
19440930,247063
19441001,487166
19441031,215655
19441101,489982
19441130,181518
19441201,506041
19441230,43112
19441231,104689
19450101,537429
19450131,160387
19450201,560157
19450228,138497
19450301,608169
19450331,179012
19450401,632185
19450430,326770
19450501,698962
19450531,447153
19450601,703006
19450630,455851
19450701,561254
19450731,236966
19450801,603962
19450829,118963
19450831,332904
19450901,544288
19450930,278796
19451001,533237
19451031,237875
19451101,527887
19451130,220890
19451201,488533
19451231,352433
19460101,431479
19460131,346308
19460201,420534
19460228,154735
19460301,656992
19460331,444140
19460401,540619
19460430,620676
19460501,600423
19460531,712323
19460601,589193
19460628,88630
19460630,613745
19460701,531347
19460731,633735
19460801,470567
19460831,549559
19460901,424997
19460930,499612
19461001,424783
19461031,451021
19461101,425725
19461130,419911
19461201,475092
19461231,361543
19470101,510892
19470131,326510
19470201,555505
19470228,157851
19470301,763233
19470331,421073
19470401,641155
19470430,571075
19470501,633446
19470531,639187
19470601,617339
19470630,595399
19470701,537683
19470731,529964
19470801,461974
19470831,462647
19470901,412597
19470930,413803
19471001,428941
19471031,384697
19471101,418380
19471130,360244
19471201,399772
19471231,381580
19480101,447354
19480131,335705
19480201,427331
19480229,343433
19480301,445118
19480331,415251
19480401,525819
19480430,588823
19480501,633245
19480531,703492
19480601,693128
19480630,707738
19480701,674677
19480731,636189
19480801,638905
19480831,565801
19480901,609108
19480930,551148
19481001,532314
19481031,495859
19481101,502416
19481130,430139
19481201,516236
19481230,38743
19481231,357649
19490101,559625
19490131,654848
19490201,506047
19490228,113170
19490301,739814
19490331,385350
19490401,616930
19490430,586005
19490501,759105
19490531,706733
19490601,745937
19490630,663988
19490701,668995
19490731,587177
19490801,575868
19490831,526828
19490901,439500
19490930,544827
19491001,471184
19491031,434060
19491101,409126
19491130,420027
19491201,443507
19491231,308058
19500101,462705
19500131,602855
19500201,486543
19500228,348035
19500301,773817
19500331,771974
19500401,701646
19500430,879991
19500501,802342
19500531,989946
19500601,670691
19500630,1168160
19500701,770975
19500731,962392
19500801,717995
19500831,986824
19500901,558996
19500930,1141986
19501001,545295
19501031,1387415
19501101,531631
19501130,1744442
19501201,551956
19501231,838508
19510101,665450
19510131,2019668
19510201,552725
19510228,1793003
19510301,914984
19510331,2154188
19510401,629834
19510430,2492540
19510501,686287
19510531,2369924
19510601,685275
19510630,2139152
19510701,643157
19510731,2066975
19510801,594823
19510831,2053037
19510901,549071
19510930,1923555
19511001,813040
19511031,2014640
19511101,761206
19511130,2054003
19511201,652743
19511231,1878719
19520101,473968
19520131,2232132
19520201,420075
19520229,2179443
19520301,363815
19520331,2230421
19520401,431291
19520430,2825422
19520501,610305
19520531,3101406
19520601,680438
19520630,3118622
19520701,687074
19520729,116300
19520731,3149471
19520801,642455
19520831,2679028
19520901,586604
19520928,206623
19520930,2947916
19521001,519025
19521029,203500
19521031,2602569
19521101,470126
19521130,2486538
19521201,458853
19521230,1656370
19521231,1028601
19530101,2347649
19530131,2748670
19530201,536506
19530228,2252381
19530301,1082849
19530331,2842709
19530401,768983
19530430,3028351
19530501,951440
19530531,3002568
19530601,1058076
19530630,2866856
19530701,670604
19530731,2549981
19530801,612591
19530831,2563096
19530901,558097
19530930,6126439
19531001,728592
19531031,6027552
19531101,688232
19531130,6040350
19531201,577346
19531231,4325730
19540101,468627
19540131,6074514
19540201,497399
19540228,6151145
19540301,1206736
19540331,7737942
19540401,648052
19540430,8337602
19540501,1041765
19540531,7918358
19540601,995483
19540630,7121166
19540701,901737
19540731,6227163
19540801,781651
19540831,5929500
19540901,448346
19540930,6010137
19541001,797215
19541031,5758872
19541101,716789
19541130,5923948
19541201,764100
19541231,5902482
19550101,700144
19550131,6515624
19550201,306338
19550228,6170034
19550301,855683
19550331,6612265
19550401,885154
19550430,7157490
19550501,1172162
19550529,16569
19550531,6802096
19550601,1291641
19550628,15222
19550630,6005598
19550701,1151955
19550729,15676
19550731,5304850
19550801,1014730
19550829,14620
19550831,4746341
19550901,866695
19550928,13650
19550930,4563623
19551001,559423
19551029,12782
19551031,4697660
19551101,469143
19551128,12425
19551130,6901764
19551201,954845
19551229,366679
19551231,7188465
19560101,644443
19560131,8036358
19560201,504472
19560229,9854994
19560301,459814
19560331,6423265
19560401,569694
19560430,13338676
19560501,976520
19560529,16412
19560531,10791230
19560601,946977
19560628,428594
19560630,8998880
19560701,882470
19560729,14921
19560731,8335608
19560801,782531
19560829,130993
19560831,6520355
19560901,582569
19560928,13785
19560930,9526633
19561001,644333
19561029,13383
19561031,7886251
19561101,577833
19561128,12760
19561130,7512144
19561201,568063
19561229,144212
19561230,2196762
19561231,5767697
19570101,3090075
19570131,8352038
19570201,481619
19570228,6667359
19570301,4266119
19570331,9696496
19570401,1447118
19570430,12457251
19570501,2131004
19570529,16679
19570531,9860061
19570601,2095451
19570628,15302
19570630,5963494
19570701,1826191
19570729,40632
19570731,8209566
19570801,1623791
19570829,130596
19570831,5340151
19570901,1252376
19570928,530878
19570930,9777983
19571001,991090
19571029,152842
19571031,7870006
19571101,576702
19571128,208453
19571130,7726386
19571201,960511
19571229,306679
19571231,5489588
19580101,1021882
19580131,9417717
19580201,505163
19580228,2343612
19580301,9018223
19580331,11174812
19580401,1553273
19580430,13431683
19580501,2138451
19580529,16356
19580531,11378345
19580601,2148979
19580628,15722
19580630,11158167
19580701,2432711
19580729,14866
19580731,9960758
19580801,2301549
19580829,171844
19580831,9014265
19580901,1363256
19580928,12985
19580930,9827336
19581001,1532970
19581029,12098
19581031,8044244
19581101,1433223
19581128,309489
19581130,7318591
19581201,1305402
19581229,526396
19581231,5953713
19590101,1171812
19590131,10243037
19590201,534741
19590228,3736915
19590301,7425101
19590331,8428232
19590401,1410924
19590430,12505305
19590501,1670115
19590529,262809
19590531,9779624
19590601,1474389
19590628,234997
19590630,8911442
19590701,1173180
19590729,197639
19590731,7766292
19590801,944816
19590829,270940
19590831,6731306
19590901,710903
19590928,184408
19590930,6799084
19591001,784941
19591029,181777
19591031,6165269
19591101,760007
19591128,180678
19591130,6098319
19591201,743820
19591229,250878
19591231,6042141
19600101,480009
19600131,5938924
19600201,409558
19600229,9105608
19600301,479794
19600331,10315609
19600401,541993
19600430,12207658
19600501,852957
19600529,398903
19600531,10782987
19600601,568800
19600628,314895
19600630,9985697
19600701,493142
19600729,245662
19600731,8419900
19600801,413614
19600829,211664
19600831,7624524
19600901,368990
19600928,196840
19600930,7032258
19601001,344808
19601029,201652
19601031,6609864
19601101,314390
19601128,258769
19601130,6924001
19601201,298916
19601229,284320
19601230,1866381
19601231,5573891
19610101,621703
19610131,7992278
19610201,366938
19610228,826754
19610301,7917693
19610331,8836596
19610401,1069255
19610430,10996966
19610501,951051
19610529,345189
19610531,9181954
19610601,1304151
19610628,267497
19610630,7927175
19610701,820635
19610729,206369
19610731,7187750
19610801,527735
19610829,167255
19610831,6096739
19610901,682513
19610928,147929
19610930,4144121
